name,type,start_time,duration,"mosi","miso"
"SPI","result",0.43317074,0.000325956,0x00,0xA5
"SPI","result",0.433543572,0.000288884,0x00,0x85
"SPI","result",0.433858872,0.00026002,0x00,0x00
"SPI","result",0.434145308,0.000284968,0x00,0x7F
"SPI","disable",0.434494512,3.99999999e-09,,
"SPI","enable",0.43815758,3.99999999e-09,,
"SPI","result",0.438159104,0.000325848,0x00,0xA5
"SPI","result",0.438531832,0.000288736,0x00,0x85
"SPI","result",0.438846984,0.000260008,0x00,0x00
"SPI","result",0.439133408,0.000284992,0x00,0x7F
"SPI","disable",0.439482644,3.99999999e-09,,
"SPI","enable",0.443146072,3.99999999e-09,,
"SPI","result",0.443147596,0.000325844,0x00,0xA5
